dataset,feature_mode,method,detection_type,k,event_id,node,event,event_start,event_end,detected,first_alarm_timestamp,detection_delay_seconds
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,spatial,5,7,leaf1,clearBGP,1519094546.0,1519094846.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,spatial,5,8,leaf6,clearBGP,1519095153.0,1519095453.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,spatial,5,9,spine1,clearBGP,1519095761.0,1519096061.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,spatial,5,10,spine3,clearBGP,1519096368.0,1519096668.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,spatial,5,11,leaf2,clearBGP,1519096976.0,1519097276.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090305.0,12.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090911.0,10.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092127.0,11.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092735.0,11.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093343.0,12.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093946.0,7.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094555.0,9.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095162.0,9.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095769.0,8.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096380.0,12.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,1,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519096984.0,8.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090310.0,17.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090916.0,15.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092133.0,17.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092740.0,16.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093349.0,18.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093952.0,13.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094560.0,14.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095167.0,14.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095774.0,13.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096386.0,18.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,2,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519096989.0,13.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090316.0,23.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090954.0,53.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092138.0,22.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092746.0,22.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093354.0,23.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093957.0,18.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,7,leaf1,clearBGP,1519094546.0,1519094846.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095173.0,20.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095779.0,18.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096391.0,23.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,3,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097027.0,51.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090321.0,28.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090960.0,59.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092144.0,28.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092752.0,28.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093359.0,28.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093962.0,23.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,7,leaf1,clearBGP,1519094546.0,1519094846.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095178.0,25.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095785.0,24.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096396.0,28.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,4,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097033.0,57.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090355.0,62.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090965.0,64.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,3,leaf8,clearBGP,1519092116.0,1519092416.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,4,leaf5,clearBGP,1519092724.0,1519093024.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093365.0,34.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093968.0,29.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,7,leaf1,clearBGP,1519094546.0,1519094846.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,8,leaf6,clearBGP,1519095153.0,1519095453.0,False,,
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095790.0,29.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096429.0,61.0
bgpclear_apptraffic_2hourRun,ControlPlane,DenStream,temporal,5,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097039.0,63.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090294.0,1.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090906.0,5.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092133.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092735.0,11.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093349.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519094168.0,229.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094550.0,4.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095419.0,266.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095769.0,8.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096369.0,1.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,1,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519096989.0,13.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090310.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090916.0,15.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092133.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092724.0,0.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093333.0,2.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093996.0,57.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094560.0,14.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095318.0,165.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095769.0,8.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096369.0,1.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,2,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519096994.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090310.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519090916.0,15.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092133.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092740.0,16.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093333.0,2.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093990.0,51.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094560.0,14.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,8,leaf6,clearBGP,1519095153.0,1519095453.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095774.0,13.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096386.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,3,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097000.0,24.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090321.0,28.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,1,spine4,clearBGP,1519090901.0,1519091201.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092133.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092773.0,49.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093427.0,96.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519094001.0,62.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094560.0,14.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095217.0,64.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095779.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096386.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,4,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097055.0,79.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,0,leaf3,clearBGP,1519090293.0,1519090593.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,1,spine4,clearBGP,1519090901.0,1519091201.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,3,leaf8,clearBGP,1519092116.0,1519092416.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,4,leaf5,clearBGP,1519092724.0,1519093024.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093455.0,124.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093984.0,45.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094599.0,53.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095223.0,70.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,9,spine1,clearBGP,1519095761.0,1519096061.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096386.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,spatial,5,11,leaf2,clearBGP,1519096976.0,1519097276.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090294.0,1.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519091106.0,205.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092133.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092724.0,0.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093349.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093984.0,45.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094550.0,4.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095217.0,64.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095769.0,8.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096386.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,1,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519096989.0,13.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090300.0,7.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519091112.0,211.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092138.0,22.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092740.0,16.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093354.0,23.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093990.0,51.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094555.0,9.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,8,leaf6,clearBGP,1519095153.0,1519095453.0,True,1519095223.0,70.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095774.0,13.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096391.0,23.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,2,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519096994.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090305.0,12.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519091117.0,216.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092144.0,28.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092746.0,22.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093359.0,28.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519093996.0,57.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094560.0,14.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,8,leaf6,clearBGP,1519095153.0,1519095453.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095779.0,18.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096396.0,28.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,3,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097000.0,24.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090310.0,17.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519091123.0,222.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092149.0,33.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092752.0,28.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093365.0,34.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519094001.0,62.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094566.0,20.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,8,leaf6,clearBGP,1519095153.0,1519095453.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095785.0,24.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096401.0,33.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,4,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097005.0,29.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,0,leaf3,clearBGP,1519090293.0,1519090593.0,True,1519090316.0,23.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,1,spine4,clearBGP,1519090901.0,1519091201.0,True,1519091128.0,227.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,2,leaf4,clearBGP,1519091509.0,1519091809.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,3,leaf8,clearBGP,1519092116.0,1519092416.0,True,1519092155.0,39.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,4,leaf5,clearBGP,1519092724.0,1519093024.0,True,1519092757.0,33.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,5,spine2,clearBGP,1519093331.0,1519093631.0,True,1519093370.0,39.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,6,leaf7,clearBGP,1519093939.0,1519094239.0,True,1519094007.0,68.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,7,leaf1,clearBGP,1519094546.0,1519094846.0,True,1519094571.0,25.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,8,leaf6,clearBGP,1519095153.0,1519095453.0,False,,
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,9,spine1,clearBGP,1519095761.0,1519096061.0,True,1519095790.0,29.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,10,spine3,clearBGP,1519096368.0,1519096668.0,True,1519096369.0,1.0
bgpclear_apptraffic_2hourRun,DataPlane,DenStream,temporal,5,11,leaf2,clearBGP,1519096976.0,1519097276.0,True,1519097011.0,35.0
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,0,leaf1,clearBGP,1498754414.0,1498754597.0,True,1498754414.0,0.0
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1,spine4,clearBGP,1498754654.0,1498754843.0,True,1498754655.0,1.0
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,2,leaf8,clearBGP,1498754883.0,1498755073.0,True,1498754884.0,1.0
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,3,spine2,clearBGP,1498755122.0,1498755304.0,True,1498755123.0,1.0
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,4,leaf2,clearBGP,1498755422.0,1498755635.0,True,1498755423.0,1.0
