dataset,feature_mode,method,detection_type,k,alarm_precision,event_recall,alarm_event_f1,precision,recall,f1,true_positive_alarms,false_positives,false_alarm_rate_per_hour,detection_delay_seconds_mean,detection_delay_seconds_median,runtime_seconds,number_of_alarms,event_level_detection_count,event_count
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,spatial,1,0.07709987463435018,0.9166666666666666,0.14223639485580125,0.07709987463435018,0.9166666666666666,0.14223639485580125,369,4417,1966.510017313876,12.272727272727273,9.0,2.118018299981486,4786,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,spatial,2,0.14660493827160495,0.9166666666666666,0.252781809385583,0.14660493827160495,0.9166666666666666,0.252781809385583,285,1659,738.6099431115509,8.272727272727273,5.0,2.118018299981486,1944,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,spatial,3,0.2463768115942029,0.9166666666666666,0.3883696780893042,0.2463768115942029,0.9166666666666666,0.3883696780893042,136,416,185.2090032154341,17.636363636363637,15.0,2.118018299981486,552,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,spatial,4,0.4411764705882353,0.8333333333333334,0.576923076923077,0.4411764705882353,0.8333333333333334,0.576923076923077,45,57,25.37719515211477,34.6,17.0,2.118018299981486,102,10,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,spatial,5,0.7272727272727273,0.4166666666666667,0.5298013245033112,0.7272727272727273,0.4166666666666667,0.5298013245033112,8,3,1.3356418501113037,47.0,25.0,2.118018299981486,11,5,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,temporal,1,0.03431952662721893,0.75,0.06563560920407394,0.03431952662721893,0.75,0.06563560920407394,29,816,363.29458323027455,60.333333333333336,8.0,2.118018299981486,845,9,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,temporal,2,0.03153988868274583,0.75,0.06053412462908013,0.03153988868274583,0.75,0.06053412462908013,17,522,232.40168191936684,65.77777777777777,14.0,2.118018299981486,539,9,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,temporal,3,0.0364741641337386,0.75,0.06956521739130433,0.0364741641337386,0.75,0.06956521739130433,12,317,141.13282216176108,43.44444444444444,16.0,2.118018299981486,329,9,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,temporal,4,0.042735042735042736,0.6666666666666666,0.08032128514056226,0.042735042735042736,0.6666666666666666,0.08032128514056226,10,224,99.72792480831066,20.125,21.5,2.118018299981486,234,8,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,DenStream,temporal,5,0.05714285714285714,0.6666666666666666,0.10526315789473684,0.05714285714285714,0.6666666666666666,0.10526315789473684,10,165,73.4603017561217,25.75,27.0,2.118018299981486,175,8,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,1,0.04122546943385571,0.9166666666666666,0.07890244052224965,0.04122546943385571,0.9166666666666666,0.07890244052224965,292,6791,3023.447934701954,15.636363636363637,16.0,6.438372600066941,7083,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,2,0.09349427168576105,0.9166666666666666,0.16968203604941606,0.09349427168576105,0.9166666666666666,0.16968203604941606,457,4431,1972.7430126143954,12.545454545454545,10.0,6.438372600066941,4888,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,3,0.1474440219687368,0.9166666666666666,0.2540281224152192,0.1474440219687368,0.9166666666666666,0.2540281224152192,349,2018,898.4417511748702,8.727272727272727,3.0,6.438372600066941,2367,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,4,0.2134703196347032,0.9166666666666666,0.3462962962962963,0.2134703196347032,0.9166666666666666,0.3462962962962963,187,689,306.75241157556275,21.09090909090909,14.0,6.438372600066941,876,11,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,5,0.2558139534883721,0.6666666666666666,0.3697478991596639,0.2558139534883721,0.6666666666666666,0.3697478991596639,55,160,71.23423200593619,46.625,44.5,6.438372600066941,215,8,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,temporal,1,0.0,0.0,0.0,0.0,0.0,0.0,0,11,4.897353450408113,,,6.438372600066941,11,0,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,temporal,2,0.0,0.0,0.0,0.0,0.0,0.0,0,11,4.897353450408113,,,6.438372600066941,11,0,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,temporal,3,0.0,0.0,0.0,0.0,0.0,0.0,0,11,4.897353450408113,,,6.438372600066941,11,0,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,temporal,4,0.0,0.0,0.0,0.0,0.0,0.0,0,11,4.897353450408113,,,6.438372600066941,11,0,12
bgpclear_no_traffic_2hourRun,CompleteFeatures,MiniBatchKMeans,temporal,5,0.0,0.0,0.0,0.0,0.0,0.0,0,11,4.897353450408113,,,6.438372600066941,11,0,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,spatial,1,0.5130434782608696,0.9166666666666666,0.6578813988849468,0.5130434782608696,0.9166666666666666,0.6578813988849468,118,112,49.86396240415533,9.363636363636363,9.0,0.5965076001593843,230,11,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,spatial,2,0.42592592592592593,0.8333333333333334,0.5637254901960784,0.42592592592592593,0.8333333333333334,0.5637254901960784,23,31,13.801632451150137,18.6,16.5,0.5965076001593843,54,10,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,spatial,3,0.6153846153846154,0.5833333333333334,0.5989304812834224,0.6153846153846154,0.5833333333333334,0.5989304812834224,8,5,2.226069750185506,24.142857142857142,23.0,0.5965076001593843,13,7,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,spatial,4,0.5,0.08333333333333333,0.14285714285714285,0.5,0.08333333333333333,0.14285714285714285,1,1,0.4452139500371012,14.0,14.0,0.5965076001593843,2,1,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,spatial,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,0.5965076001593843,0,0,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,temporal,1,0.28346456692913385,0.9166666666666666,0.4330235101148168,0.28346456692913385,0.9166666666666666,0.4330235101148168,36,91,40.51446945337621,9.363636363636363,9.0,0.5965076001593843,127,11,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,temporal,2,0.2845528455284553,0.9166666666666666,0.43429216018048505,0.2845528455284553,0.9166666666666666,0.43429216018048505,35,88,39.17882760326491,14.545454545454545,14.0,0.5965076001593843,123,11,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,temporal,3,0.8888888888888888,0.9166666666666666,0.9025641025641026,0.8888888888888888,0.9166666666666666,0.9025641025641026,16,2,0.8904279000742024,34.81818181818182,23.0,0.5965076001593843,18,11,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,temporal,4,1.0,0.75,0.8571428571428571,1.0,0.75,0.8571428571428571,13,0,0.0,36.44444444444444,27.0,0.5965076001593843,13,9,12
bgpclear_no_traffic_2hourRun,ControlPlane,DenStream,temporal,5,1.0,0.5833333333333334,0.7368421052631579,1.0,0.5833333333333334,0.7368421052631579,7,0,0.0,52.857142857142854,60.0,0.5965076001593843,7,7,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,spatial,1,0.07526656909889191,0.9166666666666666,0.13911088472414945,0.07526656909889191,0.9166666666666666,0.13911088472414945,360,4423,1969.1813010140986,18.181818181818183,19.0,2.1277299000066705,4783,11,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,spatial,2,0.1441115702479339,0.9166666666666666,0.2490667099496835,0.1441115702479339,0.9166666666666666,0.2490667099496835,279,1657,737.7195152114767,8.272727272727273,5.0,2.1277299000066705,1936,11,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,spatial,3,0.23411978221415608,0.9166666666666666,0.37297936653962405,0.23411978221415608,0.9166666666666666,0.37297936653962405,129,422,187.8802869156567,19.545454545454547,17.0,2.1277299000066705,551,11,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,spatial,4,0.41414141414141414,0.8333333333333334,0.5533063427800271,0.41414141414141414,0.8333333333333334,0.5533063427800271,41,58,25.82240910215187,42.2,25.5,2.1277299000066705,99,10,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,spatial,5,0.7,0.3333333333333333,0.45161290322580644,0.7,0.3333333333333333,0.45161290322580644,7,3,1.3356418501113037,52.5,49.0,2.1277299000066705,10,4,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,temporal,1,0.037825059101654845,0.75,0.07201800450112528,0.037825059101654845,0.75,0.07201800450112528,32,814,362.40415533020035,36.44444444444444,9.0,2.1277299000066705,846,9,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,temporal,2,0.0335195530726257,0.75,0.06417112299465241,0.0335195530726257,0.75,0.06417112299465241,18,519,231.0660400692555,44.0,19.0,2.1277299000066705,537,9,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,temporal,3,0.039634146341463415,0.75,0.07528957528957528,0.039634146341463415,0.75,0.07528957528957528,13,315,140.24239426168688,47.111111111111114,24.0,2.1277299000066705,328,9,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,temporal,4,0.04310344827586207,0.6666666666666666,0.08097165991902834,0.04310344827586207,0.6666666666666666,0.08097165991902834,10,222,98.83749690823646,26.875,29.5,2.1277299000066705,232,8,12
bgpclear_no_traffic_2hourRun,DataPlane,DenStream,temporal,5,0.05747126436781609,0.6666666666666666,0.10582010582010581,0.05747126436781609,0.6666666666666666,0.10582010582010581,10,164,73.0150878060846,32.375,35.0,2.1277299000066705,174,8,12
bgpclear_second,CompleteFeatures,DBSCAN,spatial,1,0.2516629711751663,1.0,0.4021257750221435,0.2516629711751663,1.0,0.4021257750221435,227,675,1308.562197092084,4.125,5.0,0.20718500000657514,902,8,8
bgpclear_second,CompleteFeatures,DBSCAN,spatial,2,0.3421461897356143,1.0,0.5098493626882966,0.3421461897356143,1.0,0.5098493626882966,220,423,820.0323101777059,4.625,5.0,0.20718500000657514,643,8,8
bgpclear_second,CompleteFeatures,DBSCAN,spatial,3,0.48265895953757226,1.0,0.6510721247563352,0.48265895953757226,1.0,0.6510721247563352,167,179,347.0113085621971,11.0,13.5,0.20718500000657514,346,8,8
bgpclear_second,CompleteFeatures,DBSCAN,spatial,4,0.6167664670658682,1.0,0.7629629629629628,0.6167664670658682,1.0,0.7629629629629628,103,64,124.07108239095314,22.5,21.5,0.20718500000657514,167,8,8
bgpclear_second,CompleteFeatures,DBSCAN,spatial,5,0.8421052631578947,0.75,0.7933884297520661,0.8421052631578947,0.75,0.7933884297520661,48,9,17.447495961227787,40.5,27.0,0.20718500000657514,57,6,8
bgpclear_second,CompleteFeatures,DBSCAN,temporal,1,0.09375,0.625,0.16304347826086957,0.09375,0.625,0.16304347826086957,6,58,112.43941841680129,4.2,5.0,0.20718500000657514,64,5,8
bgpclear_second,CompleteFeatures,DBSCAN,temporal,2,0.0967741935483871,0.625,0.16759776536312848,0.0967741935483871,0.625,0.16759776536312848,6,56,108.562197092084,8.2,9.0,0.20718500000657514,62,5,8
bgpclear_second,CompleteFeatures,DBSCAN,temporal,3,0.1016949152542373,0.625,0.1749271137026239,0.1016949152542373,0.625,0.1749271137026239,6,53,102.74636510500807,12.6,14.0,0.20718500000657514,59,5,8
bgpclear_second,CompleteFeatures,DBSCAN,temporal,4,0.08771929824561403,0.625,0.15384615384615383,0.08771929824561403,0.625,0.15384615384615383,5,52,100.80775444264943,16.8,18.0,0.20718500000657514,57,5,8
bgpclear_second,CompleteFeatures,DBSCAN,temporal,5,0.09090909090909091,0.625,0.15873015873015875,0.09090909090909091,0.625,0.15873015873015875,5,50,96.93053311793214,21.0,22.0,0.20718500000657514,55,5,8
bgpclear_second,CompleteFeatures,DenStream,spatial,1,0.15279672578444747,1.0,0.26508875739644966,0.15279672578444747,1.0,0.26508875739644966,224,1242,2407.7544426494346,5.25,5.0,0.878973500104621,1466,8,8
bgpclear_second,CompleteFeatures,DenStream,spatial,2,0.271356783919598,1.0,0.4268774703557312,0.271356783919598,1.0,0.4268774703557312,270,725,1405.4927302100161,3.125,3.0,0.878973500104621,995,8,8
bgpclear_second,CompleteFeatures,DenStream,spatial,3,0.4070450097847358,1.0,0.5785813630041724,0.4070450097847358,1.0,0.5785813630041724,208,303,587.3990306946688,8.375,7.5,0.878973500104621,511,8,8
bgpclear_second,CompleteFeatures,DenStream,spatial,4,0.5406698564593302,1.0,0.7018633540372671,0.5406698564593302,1.0,0.7018633540372671,113,96,186.10662358642972,21.0,21.5,0.878973500104621,209,8,8
bgpclear_second,CompleteFeatures,DenStream,spatial,5,0.8,0.75,0.7741935483870969,0.8,0.75,0.7741935483870969,48,12,23.263327948303715,40.5,27.0,0.878973500104621,60,6,8
bgpclear_second,CompleteFeatures,DenStream,temporal,1,0.06006006006006006,1.0,0.11331444759206799,0.06006006006006006,1.0,0.11331444759206799,20,313,606.7851373182552,75.25,5.5,0.878973500104621,333,8,8
bgpclear_second,CompleteFeatures,DenStream,temporal,2,0.06614785992217899,1.0,0.12408759124087591,0.06614785992217899,1.0,0.12408759124087591,17,240,465.2665589660743,79.25,9.5,0.878973500104621,257,8,8
bgpclear_second,CompleteFeatures,DenStream,temporal,3,0.08771929824561403,1.0,0.16129032258064516,0.08771929824561403,1.0,0.16129032258064516,15,156,302.4232633279483,83.625,14.0,0.878973500104621,171,8,8
bgpclear_second,CompleteFeatures,DenStream,temporal,4,0.0948905109489051,0.875,0.17121354656632173,0.0948905109489051,0.875,0.17121354656632173,13,124,240.3877221324717,70.42857142857143,18.0,0.878973500104621,137,7,8
bgpclear_second,CompleteFeatures,DenStream,temporal,5,0.08928571428571429,0.875,0.16203703703703703,0.08928571428571429,0.875,0.16203703703703703,10,102,197.73828756058157,79.28571428571429,22.0,0.878973500104621,112,7,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,spatial,1,0.1134531928084315,1.0,0.20378619153674835,0.1134531928084315,1.0,0.20378619153674835,183,1430,2772.213247172859,3.625,1.0,4.5824797001550905,1613,8,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,spatial,2,0.1867612293144208,1.0,0.3147410358565737,0.1867612293144208,1.0,0.3147410358565737,237,1032,2000.6462035541194,1.5,1.0,4.5824797001550905,1269,8,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,spatial,3,0.31729518855656696,1.0,0.4817374136229023,0.31729518855656696,1.0,0.4817374136229023,244,525,1017.7705977382875,5.375,1.0,4.5824797001550905,769,8,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,spatial,4,0.3914209115281501,1.0,0.5626204238921002,0.3914209115281501,1.0,0.5626204238921002,146,227,440.06462035541193,17.375,19.0,4.5824797001550905,373,8,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,spatial,5,0.5714285714285714,0.875,0.691358024691358,0.5714285714285714,0.875,0.691358024691358,60,45,87.23747980613892,62.0,29.0,4.5824797001550905,105,7,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,temporal,1,0.09090909090909091,0.125,0.10526315789473685,0.09090909090909091,0.125,0.10526315789473685,1,10,19.38610662358643,0.0,0.0,4.5824797001550905,11,1,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,temporal,2,0.09090909090909091,0.125,0.10526315789473685,0.09090909090909091,0.125,0.10526315789473685,1,10,19.38610662358643,4.0,4.0,4.5824797001550905,11,1,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,temporal,3,0.09090909090909091,0.125,0.10526315789473685,0.09090909090909091,0.125,0.10526315789473685,1,10,19.38610662358643,8.0,8.0,4.5824797001550905,11,1,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,temporal,4,0.09090909090909091,0.125,0.10526315789473685,0.09090909090909091,0.125,0.10526315789473685,1,10,19.38610662358643,13.0,13.0,4.5824797001550905,11,1,8
bgpclear_second,CompleteFeatures,MiniBatchKMeans,temporal,5,0.09090909090909091,0.125,0.10526315789473685,0.09090909090909091,0.125,0.10526315789473685,1,10,19.38610662358643,17.0,17.0,4.5824797001550905,11,1,8
bgpclear_second,ControlPlane,DenStream,spatial,1,0.6909090909090909,1.0,0.8172043010752689,0.6909090909090909,1.0,0.8172043010752689,76,34,65.91276252019385,2.625,2.5,0.17747029999736696,110,8,8
bgpclear_second,ControlPlane,DenStream,spatial,2,0.5,0.625,0.5555555555555556,0.5,0.625,0.5555555555555556,9,9,17.447495961227787,26.0,34.0,0.17747029999736696,18,5,8
bgpclear_second,ControlPlane,DenStream,spatial,3,0.16666666666666666,0.125,0.14285714285714288,0.16666666666666666,0.125,0.14285714285714288,1,5,9.693053311793214,39.0,39.0,0.17747029999736696,6,1,8
bgpclear_second,ControlPlane,DenStream,spatial,4,1.0,0.125,0.2222222222222222,1.0,0.125,0.2222222222222222,2,0,0.0,53.0,53.0,0.17747029999736696,2,1,8
bgpclear_second,ControlPlane,DenStream,spatial,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,0.17747029999736696,0,0,8
bgpclear_second,ControlPlane,DenStream,temporal,1,0.48,1.0,0.6486486486486487,0.48,1.0,0.6486486486486487,24,26,50.40387722132471,2.625,2.5,0.17747029999736696,50,8,8
bgpclear_second,ControlPlane,DenStream,temporal,2,0.48936170212765956,1.0,0.6571428571428571,0.48936170212765956,1.0,0.6571428571428571,23,24,46.52665589660743,6.75,7.0,0.17747029999736696,47,8,8
bgpclear_second,ControlPlane,DenStream,temporal,3,0.6,1.0,0.7499999999999999,0.6,1.0,0.7499999999999999,9,6,11.631663974151857,25.5,26.5,0.17747029999736696,15,8,8
bgpclear_second,ControlPlane,DenStream,temporal,4,1.0,0.875,0.9333333333333333,1.0,0.875,0.9333333333333333,8,0,0.0,29.571428571428573,30.0,0.17747029999736696,8,7,8
bgpclear_second,ControlPlane,DenStream,temporal,5,1.0,0.625,0.7692307692307693,1.0,0.625,0.7692307692307693,6,0,0.0,32.0,35.0,0.17747029999736696,6,5,8
bgpclear_second,DataPlane,DenStream,spatial,1,0.15143246930422918,1.0,0.2630331753554502,0.15143246930422918,1.0,0.2630331753554502,222,1244,2411.6316639741517,6.25,5.0,0.8341112000634894,1466,8,8
bgpclear_second,DataPlane,DenStream,spatial,2,0.26988922457200404,1.0,0.42505947660586835,0.26988922457200404,1.0,0.42505947660586835,268,725,1405.4927302100161,4.125,4.5,0.8341112000634894,993,8,8
bgpclear_second,DataPlane,DenStream,spatial,3,0.40588235294117647,1.0,0.5774058577405858,0.40588235294117647,1.0,0.5774058577405858,207,303,587.3990306946688,9.375,11.0,0.8341112000634894,510,8,8
bgpclear_second,DataPlane,DenStream,spatial,4,0.5384615384615384,1.0,0.7000000000000001,0.5384615384615384,1.0,0.7000000000000001,112,96,186.10662358642972,22.5,21.5,0.8341112000634894,208,8,8
bgpclear_second,DataPlane,DenStream,spatial,5,0.8,0.75,0.7741935483870969,0.8,0.75,0.7741935483870969,48,12,23.263327948303715,40.5,27.0,0.8341112000634894,60,6,8
bgpclear_second,DataPlane,DenStream,temporal,1,0.059880239520958084,1.0,0.11299435028248588,0.059880239520958084,1.0,0.11299435028248588,20,314,608.7237479806139,76.25,7.5,0.8341112000634894,334,8,8
bgpclear_second,DataPlane,DenStream,temporal,2,0.06589147286821706,1.0,0.12363636363636363,0.06589147286821706,1.0,0.12363636363636363,17,241,467.20516962843294,80.25,11.5,0.8341112000634894,258,8,8
bgpclear_second,DataPlane,DenStream,temporal,3,0.08771929824561403,1.0,0.16129032258064516,0.08771929824561403,1.0,0.16129032258064516,15,156,302.4232633279483,84.75,16.0,0.8341112000634894,171,8,8
bgpclear_second,DataPlane,DenStream,temporal,4,0.0948905109489051,0.875,0.17121354656632173,0.0948905109489051,0.875,0.17121354656632173,13,124,240.3877221324717,71.57142857142857,18.0,0.8341112000634894,137,7,8
bgpclear_second,DataPlane,DenStream,temporal,5,0.08928571428571429,0.875,0.16203703703703703,0.08928571428571429,0.875,0.16203703703703703,10,102,197.73828756058157,80.42857142857143,22.0,0.8341112000634894,112,7,8
portflap_first,CompleteFeatures,DBSCAN,spatial,1,0.17709923664122137,1.0,0.3009079118028534,0.17709923664122137,1.0,0.3009079118028534,116,539,1012.2065727699531,21.75,19.5,0.19826350000221282,655,4,4
portflap_first,CompleteFeatures,DBSCAN,spatial,2,0.25357142857142856,1.0,0.4045584045584045,0.25357142857142856,1.0,0.4045584045584045,71,209,392.48826291079814,23.0,21.0,0.19826350000221282,280,4,4
portflap_first,CompleteFeatures,DBSCAN,spatial,3,0.25,0.75,0.375,0.25,0.75,0.375,21,63,118.30985915492958,38.666666666666664,27.0,0.19826350000221282,84,3,4
portflap_first,CompleteFeatures,DBSCAN,spatial,4,0.19230769230769232,0.25,0.2173913043478261,0.19230769230769232,0.25,0.2173913043478261,5,21,39.43661971830986,73.0,73.0,0.19826350000221282,26,1,4
portflap_first,CompleteFeatures,DBSCAN,spatial,5,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3.755868544600939,,,0.19826350000221282,2,0,4
portflap_first,CompleteFeatures,DBSCAN,temporal,1,0.08888888888888889,1.0,0.163265306122449,0.08888888888888889,1.0,0.163265306122449,8,82,153.9906103286385,19.0,18.5,0.19826350000221282,90,4,4
portflap_first,CompleteFeatures,DBSCAN,temporal,2,0.09333333333333334,1.0,0.17073170731707318,0.09333333333333334,1.0,0.17073170731707318,7,68,127.69953051643193,24.25,24.0,0.19826350000221282,75,4,4
portflap_first,CompleteFeatures,DBSCAN,temporal,3,0.09722222222222222,1.0,0.17721518987341772,0.09722222222222222,1.0,0.17721518987341772,7,65,122.06572769953053,30.0,29.5,0.19826350000221282,72,4,4
portflap_first,CompleteFeatures,DBSCAN,temporal,4,0.10144927536231885,1.0,0.1842105263157895,0.10144927536231885,1.0,0.1842105263157895,7,62,116.43192488262912,35.25,35.0,0.19826350000221282,69,4,4
portflap_first,CompleteFeatures,DBSCAN,temporal,5,0.10144927536231885,1.0,0.1842105263157895,0.10144927536231885,1.0,0.1842105263157895,7,62,116.43192488262912,41.0,40.5,0.19826350000221282,69,4,4
portflap_first,CompleteFeatures,DenStream,spatial,1,0.12530315278900567,1.0,0.22270114942528738,0.12530315278900567,1.0,0.22270114942528738,155,1082,2031.924882629108,9.5,10.5,0.5662855999544263,1237,4,4
portflap_first,CompleteFeatures,DenStream,spatial,2,0.18319327731092436,1.0,0.3096590909090909,0.18319327731092436,1.0,0.3096590909090909,109,486,912.6760563380282,18.75,21.0,0.5662855999544263,595,4,4
portflap_first,CompleteFeatures,DenStream,spatial,3,0.211340206185567,0.75,0.3297587131367292,0.211340206185567,0.75,0.3297587131367292,41,153,287.32394366197184,36.666666666666664,27.0,0.5662855999544263,194,3,4
portflap_first,CompleteFeatures,DenStream,spatial,4,0.2558139534883721,0.5,0.3384615384615385,0.2558139534883721,0.5,0.3384615384615385,11,32,60.093896713615024,66.5,66.5,0.5662855999544263,43,2,4
portflap_first,CompleteFeatures,DenStream,spatial,5,0.3333333333333333,0.25,0.28571428571428575,0.3333333333333333,0.25,0.28571428571428575,1,2,3.755868544600939,292.0,292.0,0.5662855999544263,3,1,4
portflap_first,CompleteFeatures,DenStream,temporal,1,0.0427807486631016,1.0,0.08205128205128205,0.0427807486631016,1.0,0.08205128205128205,16,358,672.3004694835681,61.5,18.5,0.5662855999544263,374,4,4
portflap_first,CompleteFeatures,DenStream,temporal,2,0.04294478527607362,1.0,0.08235294117647059,0.04294478527607362,1.0,0.08235294117647059,14,312,585.9154929577466,67.0,24.0,0.5662855999544263,326,4,4
portflap_first,CompleteFeatures,DenStream,temporal,3,0.06936416184971098,1.0,0.1297297297297297,0.06936416184971098,1.0,0.1297297297297297,12,161,302.3474178403756,13.5,13.0,0.5662855999544263,173,4,4
portflap_first,CompleteFeatures,DenStream,temporal,4,0.072992700729927,1.0,0.1360544217687075,0.072992700729927,1.0,0.1360544217687075,10,127,238.49765258215965,25.75,29.5,0.5662855999544263,137,4,4
portflap_first,CompleteFeatures,DenStream,temporal,5,0.08771929824561403,1.0,0.16129032258064516,0.08771929824561403,1.0,0.16129032258064516,10,104,195.30516431924883,31.25,35.0,0.5662855999544263,114,4,4
portflap_first,CompleteFeatures,MiniBatchKMeans,spatial,1,0.08630759247242051,0.75,0.15480116391852572,0.08630759247242051,0.75,0.15480116391852572,133,1408,2644.131455399061,14.333333333333334,16.0,4.54767840000568,1541,3,4
portflap_first,CompleteFeatures,MiniBatchKMeans,spatial,2,0.1285583103764922,1.0,0.22782750203417415,0.1285583103764922,1.0,0.22782750203417415,140,949,1782.1596244131456,5.25,5.0,4.54767840000568,1089,4,4
portflap_first,CompleteFeatures,MiniBatchKMeans,spatial,3,0.14056939501779359,0.75,0.23676323676323677,0.14056939501779359,0.75,0.23676323676323677,79,483,907.0422535211268,33.0,21.0,4.54767840000568,562,3,4
portflap_first,CompleteFeatures,MiniBatchKMeans,spatial,4,0.125,0.75,0.21428571428571427,0.125,0.75,0.21428571428571427,23,161,302.3474178403756,128.66666666666666,73.0,4.54767840000568,184,3,4
portflap_first,CompleteFeatures,MiniBatchKMeans,spatial,5,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,8,16,30.046948356807512,154.0,154.0,4.54767840000568,24,2,4
portflap_first,CompleteFeatures,MiniBatchKMeans,temporal,1,0.0,0.0,0.0,0.0,0.0,0.0,0,11,20.657276995305164,,,4.54767840000568,11,0,4
portflap_first,CompleteFeatures,MiniBatchKMeans,temporal,2,0.0,0.0,0.0,0.0,0.0,0.0,0,11,20.657276995305164,,,4.54767840000568,11,0,4
portflap_first,CompleteFeatures,MiniBatchKMeans,temporal,3,0.0,0.0,0.0,0.0,0.0,0.0,0,11,20.657276995305164,,,4.54767840000568,11,0,4
portflap_first,CompleteFeatures,MiniBatchKMeans,temporal,4,0.0,0.0,0.0,0.0,0.0,0.0,0,11,20.657276995305164,,,4.54767840000568,11,0,4
portflap_first,CompleteFeatures,MiniBatchKMeans,temporal,5,0.0,0.0,0.0,0.0,0.0,0.0,0,11,20.657276995305164,,,4.54767840000568,11,0,4
portflap_first,ControlPlane,DenStream,spatial,1,0.12568306010928962,1.0,0.22330097087378642,0.12568306010928962,1.0,0.22330097087378642,23,160,300.46948356807513,23.0,19.5,0.17542799981310964,183,4,4
portflap_first,ControlPlane,DenStream,spatial,2,0.1111111111111111,0.5,0.1818181818181818,0.1111111111111111,0.5,0.1818181818181818,3,24,45.07042253521127,46.0,46.0,0.17542799981310964,27,2,4
portflap_first,ControlPlane,DenStream,spatial,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.8779342723004695,,,0.17542799981310964,1,0,4
portflap_first,ControlPlane,DenStream,spatial,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,0.17542799981310964,0,0,4
portflap_first,ControlPlane,DenStream,spatial,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,0.17542799981310964,0,0,4
portflap_first,ControlPlane,DenStream,temporal,1,0.12745098039215685,1.0,0.22608695652173913,0.12745098039215685,1.0,0.22608695652173913,13,89,167.1361502347418,23.0,19.5,0.17542799981310964,102,4,4
portflap_first,ControlPlane,DenStream,temporal,2,0.11578947368421053,1.0,0.20754716981132076,0.11578947368421053,1.0,0.20754716981132076,11,84,157.74647887323945,28.5,24.5,0.17542799981310964,95,4,4
portflap_first,ControlPlane,DenStream,temporal,3,0.0,0.0,0.0,0.0,0.0,0.0,0,9,16.901408450704228,,,0.17542799981310964,9,0,4
