dataset,feature_mode,method,detection_type,k,alarm_precision,event_recall,alarm_event_f1,precision,recall,f1,true_positive_alarms,false_positives,false_alarm_rate_per_hour,detection_delay_seconds_mean,detection_delay_seconds_median,runtime_seconds,number_of_alarms,event_level_detection_count,event_count
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,spatial,4,0.35294117647058826,0.8333333333333334,0.49586776859504134,0.35294117647058826,0.8333333333333334,0.49586776859504134,60,110,48.96747866946952,31.1,18.0,2.3963410001597367,170,10,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,spatial,5,0.4838709677419355,0.4166666666666667,0.44776119402985076,0.4838709677419355,0.4166666666666667,0.44776119402985076,15,16,7.1225423519228395,50.8,45.0,2.3963410001597367,31,5,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,temporal,1,0.02607561929595828,0.9166666666666666,0.05070877031231993,0.02607561929595828,0.9166666666666666,0.05070877031231993,40,1494,665.0673921107951,25.181818181818183,8.0,2.3963410001597367,1534,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,temporal,2,0.028478437754271765,0.9166666666666666,0.05524069158476218,0.028478437754271765,0.9166666666666666,0.05524069158476218,35,1194,531.5197230122419,31.727272727272727,14.0,2.3963410001597367,1229,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,temporal,3,0.03935599284436494,0.9166666666666666,0.07547169811320756,0.03935599284436494,0.9166666666666666,0.07547169811320756,22,537,239.0503276864103,36.90909090909091,20.0,2.3963410001597367,559,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,temporal,4,0.036057692307692304,0.9166666666666666,0.06938603868797308,0.036057692307692304,0.9166666666666666,0.06938603868797308,15,401,178.50871769506617,42.45454545454545,25.0,2.3963410001597367,416,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,DenStream,temporal,5,0.046052631578947366,0.9166666666666666,0.0876993166287016,0.046052631578947366,0.9166666666666666,0.0876993166287016,14,290,129.09608012860147,47.90909090909091,29.0,2.3963410001597367,304,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,1,0.05281941470378301,0.9166666666666666,0.09988342843119209,0.05281941470378301,0.9166666666666666,0.09988342843119209,370,6635,2953.6292815630027,9.818181818181818,4.0,6.942902999988291,7005,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,2,0.07511540075535039,0.9166666666666666,0.13885264976552308,0.07511540075535039,0.9166666666666666,0.13885264976552308,358,4408,1962.2604179547423,17.545454545454547,7.0,6.942902999988291,4766,11,12
bgpclear_apptraffic_2hourRun,CompleteFeatures,MiniBatchKMeans,spatial,3,0.11818181818181818,0.9166666666666666,0.20937042459736455,0.11818181818181818,0.9166666666666666,0.20937042459736455,286,2134,949.9690861877087,8.363636363636363,9.0,6.942902999988291,2420,11,12
